ORIGIN_CITY,DESTINATION_CITY,NUMBER_OF_FLIGHTS
Salt Lake City,Cody,340
Salt Lake City,Colorado Springs,597
Salt Lake City,Dallas,114
Salt Lake City,Dallas-Fort Worth,2990
Salt Lake City,Denver,6184
Salt Lake City,Des Moines,75
Salt Lake City,Detroit,1388
Salt Lake City,Elko,531
Salt Lake City,Eugene,624
Salt Lake City,Fargo,243
Salt Lake City,Fresno,856
Salt Lake City,Gillette,334
Salt Lake City,Grand Junction,617
Salt Lake City,Great Falls,887
Salt Lake City,Hailey,674
Salt Lake City,Helena,870
Salt Lake City,Honolulu,324
Salt Lake City,Houston,2009
Salt Lake City,Idaho Falls,1323
Salt Lake City,Indianapolis,86
Salt Lake City,Jacksn Hole,948
Salt Lake City,Kalispell,887
Salt Lake City,Kansas City,610
Salt Lake City,Las Vegas,3731
Salt Lake City,Lewiston,587
Salt Lake City,Long Beach,1952
Salt Lake City,Los Angeles,5549
Salt Lake City,Madison,205
Salt Lake City,Medford,653
Salt Lake City,Memphis,56
Salt Lake City,Miami,162
Salt Lake City,Minneapolis,1854
Salt Lake City,Missoula,1004
Salt Lake City,Moab,206
Salt Lake City,Nashville,346
Salt Lake City,New Orleans,305
Salt Lake City,New York,1839
Salt Lake City,Newark,292
Salt Lake City,Oakland,2105
Salt Lake City,Oklahoma City,608
Salt Lake City,Omaha,480
Salt Lake City,Ontario,940
Salt Lake City,Orlando,1239
Salt Lake City,Palm Springs,747
Salt Lake City,Pasco,932
Salt Lake City,Philadelphia,616
Salt Lake City,Phoenix,5479
Salt Lake City,Pocatello,654
Salt Lake City,Portland,2341
Salt Lake City,Rapid City,421
Salt Lake City,Redmond-Bend,599
Salt Lake City,Reno,953
Salt Lake City,Rock Springs,30
Salt Lake City,Sacramento,1480
Salt Lake City,Saint George,1192
Salt Lake City,San Antonio,556
Salt Lake City,San Diego,2265
Salt Lake City,San Francisco,2938
Salt Lake City,San Jose,1671
Salt Lake City,Santa Ana,1570
Salt Lake City,Seattle,3460
Salt Lake City,Spokane,1203
Salt Lake City,St. Louis,478
Salt Lake City,Tampa,1
Salt Lake City,Tucson,939
Salt Lake City,Tulsa,288
Salt Lake City,Twin Falls,815
Salt Lake City,Vernal,205
Salt Lake City,Washington,631
Salt Lake City,West Yellowstone,208
San Angelo,Dallas-Fort Worth,1628
San Antonio,Atlanta,2865
San Antonio,Baltimore,786
San Antonio,Charlotte,359
San Antonio,Chicago,1761
San Antonio,Dallas,3059
San Antonio,Dallas-Fort Worth,4715
San Antonio,Denver,1711
San Antonio,Detroit,515
San Antonio,El Paso,804
San Antonio,Houston,3588
San Antonio,Las Vegas,1275
San Antonio,Los Angeles,1556
San Antonio,Miami,206
San Antonio,Minneapolis,177
San Antonio,Nashville,569
San Antonio,New Orleans,240
San Antonio,New York,264
San Antonio,Newark,253
San Antonio,Orlando,495
San Antonio,Philadelphia,231
San Antonio,Phoenix,1537
San Antonio,Salt Lake City,557
San Antonio,San Diego,628
San Antonio,San Francisco,365
San Antonio,Seattle,334
San Antonio,St. Louis,611
San Antonio,Tampa,326
San Antonio,Washington,1
San Diego,Albuquerque,618
San Diego,Atlanta,2045
San Diego,Austin,637
San Diego,Baltimore,701
San Diego,Boise,334
San Diego,Boston,964
San Diego,Charlotte,716
San Diego,Chicago,3851
San Diego,Cincinnati,4
San Diego,Dallas,714
San Diego,Dallas-Fort Worth,3299
San Diego,Denver,4189
San Diego,Detroit,709
San Diego,Fresno,196
San Diego,Honolulu,639
San Diego,Houston,2388
San Diego,Kahului,381
San Diego,Kansas City,479
San Diego,Kona,115
San Diego,Las Vegas,4095
San Diego,Lihue,199
San Diego,Los Angeles,4619
San Diego,Miami,389
San Diego,Milwaukee,18
San Diego,Minneapolis,1068
San Diego,Nashville,388
San Diego,New Orleans,334
San Diego,New York,1712
San Diego,Newark,983
San Diego,Oakland,3552
San Diego,Orlando,505
San Diego,Philadelphia,794
San Diego,Phoenix,5123
San Diego,Portland,1692
San Diego,Reno,662
San Diego,Sacramento,2792
San Diego,Salt Lake City,2266
San Diego,San Antonio,626
San Diego,San Francisco,6942
San Diego,San Jose,3022
San Diego,Seattle,3192
San Diego,St. Louis,184
San Diego,Tucson,921
San Diego,Washington,1150
San Francisco,Albuquerque,334
San Francisco,Anchorage,162
San Francisco,Arcata CA,1319
San Francisco,Aspen,202
San Francisco,Atlanta,3127
San Francisco,Austin,2034
San Francisco,Bakersfield,661
San Francisco,Baltimore,294
San Francisco,Bentonville,51
San Francisco,Boise,1403
San Francisco,Boston,3907
San Francisco,Bozeman,182
San Francisco,Burbank,1581
San Francisco,Charlotte,1818
San Francisco,Chicago,8148
San Francisco,Cincinnati,230
San Francisco,Cleveland,447
San Francisco,Colorado Springs,5
San Francisco,Crescent City,190
San Francisco,Dallas,1318
San Francisco,Dallas-Fort Worth,4555
San Francisco,Denver,5066
San Francisco,Detroit,1308
San Francisco,Eugene,1864
San Francisco,Fort Lauderdale,1245
San Francisco,Fresno,871
San Francisco,Hailey,170
San Francisco,Hayden,14
San Francisco,Honolulu,2067
San Francisco,Houston,3426
San Francisco,Indianapolis,314
San Francisco,Jacksn Hole,169
San Francisco,Kahului,1428
San Francisco,Kansas City,576
San Francisco,Kona,694
San Francisco,Las Vegas,7995
San Francisco,Lihue,438
San Francisco,Long Beach,999
San Francisco,Los Angeles,13744
San Francisco,Madison,2
San Francisco,Mammoth Lakes,146
San Francisco,Medford,1296
San Francisco,Miami,1022
San Francisco,Milwaukee,380
San Francisco,Minneapolis,2449
San Francisco,Missoula,47
San Francisco,Monterey,816
San Francisco,Montrose CO,29
San Francisco,New Orleans,213
San Francisco,New York,8440
San Francisco,Newark,5025
San Francisco,North Bend,248
San Francisco,Oklahoma City,333
San Francisco,Omaha,1
San Francisco,Ontario,2174
San Francisco,Orlando,797
San Francisco,Palm Springs,2140
San Francisco,Pasco,365
San Francisco,Philadelphia,2090
San Francisco,Phoenix,4856
San Francisco,Pittsburgh,268
San Francisco,Portland,4197
San Francisco,Raleigh-durham,521
San Francisco,Redding,727
San Francisco,Redmond-Bend,834
San Francisco,Reno,1606
San Francisco,Sacramento,1623
San Francisco,Salt Lake City,3249
San Francisco,San Antonio,359
San Francisco,San Diego,6917
San Francisco,San Luis Obispo,1043
San Francisco,Santa Ana,4314
San Francisco,Santa Barbara,2098
San Francisco,Santa Maria,415
San Francisco,Seattle,6932
San Francisco,St. Louis,884
San Francisco,Tucson,654
San Francisco,Washington,4142
San Jose,Atlanta,276
San Jose,Austin,613
San Jose,Boston,207
San Jose,Burbank,2133
San Jose,Chicago,999
San Jose,Dallas,298
San Jose,Dallas-Fort Worth,1511
San Jose,Denver,2102
San Jose,Honolulu,556
San Jose,Houston,462
San Jose,Kahului,668
San Jose,Kona,193
San Jose,Las Vegas,2802
San Jose,Lihue,190
San Jose,Los Angeles,6339
San Jose,Minneapolis,458
San Jose,New York,296
San Jose,Ontario,1303
San Jose,Phoenix,3111
San Jose,Portland,2249
San Jose,Salt Lake City,1678
San Jose,San Diego,3021
San Jose,Santa Ana,2710
San Jose,Seattle,4025
San Juan,Atlanta,1420
San Juan,Baltimore,621
San Juan,Boston,1097
San Juan,Charlotte,713
San Juan,Chicago,1022
San Juan,Cleveland,43
San Juan,Dallas-Fort Worth,588
San Juan,Detroit,25
San Juan,Fort Lauderdale,2791
San Juan,Houston,563
San Juan,Miami,2436
San Juan,Minneapolis,46
San Juan,New York,4466
San Juan,Newark,1195
San Juan,Orlando,3552
San Juan,Philadelphia,1026
San Juan,St. Croix Island,334
San Juan,St. Thomas,668
San Juan,Tampa,1090
San Juan,Washington,504
San Juan,Windsor Locks,456
San Luis Obispo,Los Angeles,1373
San Luis Obispo,Phoenix,717
San Luis Obispo,San Francisco,1043
Santa Ana,Atlanta,970
Santa Ana,Austin,156
Santa Ana,Chicago,2323
Santa Ana,Dallas,529
Santa Ana,Dallas-Fort Worth,2877
Santa Ana,Denver,3331
Santa Ana,Houston,1851
Santa Ana,Kansas City,40
Santa Ana,Las Vegas,2412
Santa Ana,Minneapolis,915
Santa Ana,Newark,784
Santa Ana,Oakland,2485
Santa Ana,Phoenix,3846
Santa Ana,Portland,1146
Santa Ana,Sacramento,2132
Santa Ana,Salt Lake City,1570
Santa Ana,San Francisco,4313
Santa Ana,San Jose,2705
Santa Ana,Seattle,2762
Santa Ana,St. Louis,40
Santa Barbara,Denver,650
Santa Barbara,Los Angeles,1460
Santa Barbara,Phoenix,1027
Santa Barbara,Portland,334
Santa Barbara,San Francisco,2097
Santa Barbara,Seattle,449
Santa Fe,Dallas-Fort Worth,974
Santa Fe,Denver,300
Santa Fe,Los Angeles,230
Santa Maria,Los Angeles,249
Santa Maria,San Francisco,415
Sarasota,Atlanta,1930
Sarasota,Boston,181
Sarasota,Chicago,319
Sarasota,Detroit,75
Sarasota,New York,767
Sarasota,Newark,98
Sault Ste Marie,Detroit,613
Savannah,Atlanta,3140
Savannah,Boston,334
Savannah,Brunswick,1
Savannah,Chicago,874
Savannah,Dallas-Fort Worth,727
Savannah,Detroit,174
Savannah,Houston,446
Savannah,New York,1099
Savannah,Newark,660
Savannah,Washington,87
Scranton,Atlanta,329
Scranton,Chicago,506
Scranton,Detroit,471
Scranton,Newark,53
Seattle,Albuquerque,408
Seattle,Anchorage,6382
Seattle,Atlanta,2672
Seattle,Austin,461
Seattle,Baltimore,696
Seattle,Bellingham,248
Seattle,Billings,13
Seattle,Boise,1038
Seattle,Boston,1496
Seattle,Bozeman,117
Seattle,Burbank,1011
Seattle,Charleston,26
Seattle,Charlotte,836
Seattle,Chicago,4973
Seattle,Cincinnati,131
Seattle,Cleveland,151
Seattle,Colorado Springs,333
Seattle,Dallas,345
Seattle,Dallas-Fort Worth,3545
Seattle,Denver,5099
Seattle,Detroit,1892
Seattle,Fairbanks,1316
Seattle,Fort Lauderdale,334
Seattle,Fresno,883
Seattle,Hayden,48
Seattle,Honolulu,1744
Seattle,Houston,2351
Seattle,Jacksn Hole,23
Seattle,Juneau,1326
Seattle,Kahului,1240
Seattle,Kansas City,489
Seattle,Ketchikan,1320
Seattle,Kona,592
Seattle,Las Vegas,5009
Seattle,Lihue,562
Seattle,Long Beach,793
Seattle,Los Angeles,7765
Seattle,Miami,344
Seattle,Milwaukee,541
Seattle,Minneapolis,2547
Seattle,Missoula,13
Seattle,Nashville,185
Seattle,New Orleans,334
Seattle,New York,2096
Seattle,Newark,1513
Seattle,Oakland,3235
Seattle,Oklahoma City,153
Seattle,Omaha,335
Seattle,Ontario,898
Seattle,Orlando,439
Seattle,Palm Springs,840
Seattle,Pasco,177
Seattle,Philadelphia,990
Seattle,Phoenix,5768
Seattle,Portland,1851
Seattle,Raleigh-durham,61
Seattle,Sacramento,3438
Seattle,Salt Lake City,3463
Seattle,San Antonio,334
Seattle,San Diego,3189
Seattle,San Francisco,6845
Seattle,San Jose,4029
Seattle,Santa Ana,2762
Seattle,Santa Barbara,450
Seattle,Sitka,253
Seattle,Spokane,3178
Seattle,St. Louis,483
Seattle,Tampa,334
Seattle,Tucson,372
Seattle,Washington,1781
Shreveport,Atlanta,2032
Shreveport,Dallas-Fort Worth,2280
Shreveport,Denver,314
Shreveport,Houston,1473
Sioux City,Chicago,620
Sioux Falls,Atlanta,329
Sioux Falls,Chicago,2023
Sioux Falls,Dallas-Fort Worth,357
Sioux Falls,Denver,1333
Sioux Falls,Laramie,1
Sioux Falls,Lincoln,1
Sioux Falls,Minneapolis,1287
Sitka,Juneau,662
Sitka,Ketchikan,334
Sitka,Seattle,346
South Bend,Atlanta,1129
South Bend,Chicago,1144
South Bend,Cincinnati,1
South Bend,Colorado Springs,1
South Bend,Detroit,1299
South Bend,Houston,1
South Bend,Minneapolis,553
South Bend,Newark,326
Spokane,Boise,576
Spokane,Chicago,63
Spokane,Denver,1343
Spokane,Las Vegas,648
Spokane,Los Angeles,159
Spokane,Minneapolis,770
Spokane,Oakland,644
Spokane,Phoenix,922
Spokane,Salt Lake City,1202
Spokane,Seattle,3178
Springfield,Atlanta,1294
Springfield,Charlotte,114
Springfield,Chicago,3032
Springfield,Dallas-Fort Worth,2810
Springfield,Denver,572
Springfield,Hays,1
St. Augustine Airport,Trenton,152
St. Augustine Airport,Washington,3
St. Croix Island,Atlanta,37
St. Croix Island,Charlotte,31
St. Croix Island,Miami,537
St. Croix Island,San Juan,334
St. Louis,Atlanta,3520
St. Louis,Austin,156
St. Louis,Baltimore,1193
St. Louis,Boston,684
St. Louis,Charlotte,942
St. Louis,Chicago,4912
St. Louis,Cincinnati,48
St. Louis,Cleveland,483
St. Louis,Columbus,591
St. Louis,Dallas,2120
St. Louis,Dallas-Fort Worth,2536
St. Louis,Denver,1875
St. Louis,Detroit,1316
St. Louis,Fort Lauderdale,493
St. Louis,Fort Myers,546
St. Louis,Grand Rapids,326
St. Louis,Houston,1820
St. Louis,Kansas City,1196
St. Louis,Las Vegas,1429
St. Louis,Los Angeles,1458
St. Louis,Miami,601
St. Louis,Milwaukee,597
St. Louis,Minneapolis,2254
St. Louis,Nashville,628
St. Louis,New Orleans,572
St. Louis,New York,1636
St. Louis,Newark,1864
St. Louis,Oklahoma City,421
St. Louis,Omaha,919
St. Louis,Orlando,1529
St. Louis,Panama City,164
St. Louis,Peoria,2
St. Louis,Philadelphia,626
St. Louis,Phoenix,2128
St. Louis,Portland,153
St. Louis,Raleigh-durham,487
St. Louis,Salt Lake City,481
St. Louis,San Antonio,619
St. Louis,San Diego,184
St. Louis,San Francisco,881
St. Louis,Santa Ana,40
St. Louis,Seattle,483
St. Louis,Tampa,731
St. Louis,Trenton,3
St. Louis,Tulsa,334
St. Louis,Washington,982
St. Thomas,Atlanta,632
St. Thomas,Boston,142
St. Thomas,Charlotte,363
St. Thomas,Chicago,46
St. Thomas,Fort Lauderdale,311
St. Thomas,Houston,22
St. Thomas,Miami,935
St. Thomas,New York,548
St. Thomas,Newark,239
St. Thomas,Philadelphia,226
St. Thomas,San Juan,732
St. Thomas,Washington,152
State College Pennsylvania,Atlanta,40
State College Pennsylvania,Chicago,660
State College Pennsylvania,Detroit,211
Syracuse,Atlanta,963
Syracuse,Charlotte,594
Syracuse,Chicago,1623
Syracuse,Detroit,255
Syracuse,Minneapolis,172
Syracuse,New York,1091
Syracuse,Newark,518
Syracuse,Orlando,334
Syracuse,Washington,58
Tallahassee,Atlanta,2106
Tallahassee,Dallas-Fort Worth,661
Tallahassee,Miami,427
Tampa,Akron,373
Tampa,Albany,385
Tampa,Atlanta,7083
Tampa,Atlantic City,335
Tampa,Austin,337
Tampa,Baltimore,2182
Tampa,Birmingham,629
Tampa,Boston,1104
Tampa,Buffalo,561
Tampa,Charlotte,2899
Tampa,Chicago,3888
Tampa,Cincinnati,313
Tampa,Cleveland,538
Tampa,Columbus,680
Tampa,Dallas,673
Tampa,Dallas-Fort Worth,2500
Tampa,Dayton,117
Tampa,Denver,1586
Tampa,Detroit,2134
Tampa,Flint,232
Tampa,Fort Lauderdale,1899
Tampa,Grand Rapids,161
Tampa,Houston,2743
Tampa,Indianapolis,911
Tampa,Islip,491
Tampa,Kansas City,493
Tampa,Las Vegas,573
Tampa,Latrobe,88
Tampa,Los Angeles,603
Tampa,Louisville,376
Tampa,Manchester NH,445
Tampa,Memphis,334
Tampa,Miami,1998
Tampa,Milwaukee,621
Tampa,Minneapolis,1069
Tampa,Nashville,1215
Tampa,New Orleans,972
Tampa,New York,4497
Tampa,Newark,2101
Tampa,Norfolk,9
Tampa,Philadelphia,2382
Tampa,Phoenix,997
Tampa,Pittsburgh,846
Tampa,Providence,682
Tampa,Raleigh-durham,870
Tampa,Rochester,312
Tampa,Salt Lake City,1
Tampa,San Antonio,325
Tampa,San Francisco,1
Tampa,San Juan,1090
Tampa,Seattle,334
Tampa,St. Louis,730
Tampa,Trenton,185
Tampa,Washington,3676
Tampa,White Plains,334
Tampa,Wilmington,34
Tampa,Windsor Locks,959
Texarkana,Dallas-Fort Worth,978
Toledo,Chicago,962
Traverse City,Atlanta,33
Traverse City,Chicago,1784
Traverse City,Detroit,756
Traverse City,Minneapolis,109
Traverse City,New York,46
Traverse City,Newark,28
Trenton,Atlanta,325
Trenton,Charlotte,298
Trenton,Chicago,267
Trenton,Cincinnati,3
Trenton,Detroit,218
Trenton,Fort Lauderdale,230
Trenton,Fort Myers,166
Trenton,Indianapolis,2
Trenton,Milwaukee,2
Trenton,Minneapolis,157
Trenton,Nashville,2
Trenton,Orlando,486
Trenton,Raleigh-durham,278
Trenton,St. Augustine Airport,152
Trenton,St. Louis,3
Trenton,Tampa,184
Trenton,West Palm Beach,57
Tucson,Atlanta,616
Tucson,Chicago,1109
Tucson,Dallas-Fort Worth,2198
Tucson,Denver,1879
Tucson,Houston,1160
Tucson,Las Vegas,1104
Tucson,Los Angeles,2633
Tucson,Minneapolis,179
Tucson,Phoenix,1155
Tucson,Portland,218
Tucson,Salt Lake City,940
Tucson,San Diego,918
Tucson,San Francisco,636
Tucson,Seattle,372
Tulsa,Atlanta,1518
Tulsa,Austin,1
Tulsa,Chicago,2444
Tulsa,Dallas,927
Tulsa,Dallas-Fort Worth,2629
Tulsa,Denver,1461
Tulsa,Detroit,224
Tulsa,Houston,2729
Tulsa,Las Vegas,334
Tulsa,Miami,47
Tulsa,Minneapolis,434
Tulsa,Newark,3
Tulsa,Phoenix,590
Tulsa,Salt Lake City,289
Tulsa,St. Louis,335
Tulsa,Washington,5
Twin Falls,Salt Lake City,815
Tyler,Dallas-Fort Worth,1612
Tyler,Houston,688
Vail,Atlanta,97
Vail,Chicago,109
Vail,Dallas-Fort Worth,433
Vail,Denver,6
Vail,Houston,135
Vail,Los Angeles,110
Vail,Miami,126
Vail,Minneapolis,1
Vail,New York,110
Vail,Newark,111
Vail,Salt Lake City,3
Valdosta,Atlanta,935
Valparaiso,Atlanta,2208
Valparaiso,Dallas-Fort Worth,1759
Valparaiso,Houston,901
Vernal,Salt Lake City,206
Vineyard Haven MA,Boston,84
Vineyard Haven MA,New York,121
Waco,Dallas-Fort Worth,1612
Washington,Akron,273
Washington,Albany,1
Washington,Atlanta,9097
Washington,Austin,488
Washington,Baton Rouge,1
Washington,Boston,9705
Washington,Buffalo,39
Washington,Burlington,6
Washington,Charleston,653
Washington,Charlotte,2512
Washington,Chicago,11249
Washington,Cincinnati,106
Washington,Cleveland,1724
Washington,Columbia,193
Washington,Columbus,326
Washington,Dallas,2515
Washington,Dallas-Fort Worth,4521
Washington,Dayton,1
Washington,Denver,4421
Washington,Detroit,2410
Washington,Fort Lauderdale,2552
Washington,Fort Myers,903
Washington,Grand Rapids,4
Washington,Greensboro,63
Washington,Greenville,12
Washington,Hayden,15
Washington,Honolulu,168
Washington,Houston,4700
Washington,Huntsville,28
Washington,Indianapolis,748
Washington,Jacksn Hole,19
Washington,Jacksonville,683
Washington,Kansas City,643
Washington,Knoxville,22
Washington,Las Vegas,1506
Washington,Lexington KY,2
Washington,Los Angeles,4606
Washington,Louisville,8
Washington,Madison,1
Washington,Memphis,71
Washington,Miami,3782
Washington,Milwaukee,974
Washington,Minneapolis,2245
Washington,Nantucket,41
Washington,Nashville,1017
Washington,New Orleans,894
Washington,New York,6454
Washington,Newark,2250
Washington,Norfolk,81
Washington,Oklahoma City,5
Washington,Orlando,5016
Washington,Pensacola,10
Washington,Philadelphia,103
Washington,Phoenix,1310
Washington,Pittsburgh,231
Washington,Portland,619
Washington,Providence,104
Washington,Raleigh-durham,435
Washington,Richmond,35
Washington,Roanoke VA,5
Washington,Rochester,116
Washington,Sacramento,239
Washington,Salt Lake City,630
Washington,San Antonio,21
Washington,San Diego,1138
Washington,San Francisco,4284
Washington,San Juan,505
Washington,Savannah,87
Washington,Seattle,1728
Washington,St. Augustine Airport,3
Washington,St. Louis,982
Washington,St. Thomas,152
Washington,Syracuse,55
Washington,Tampa,3675
Washington,Trenton,1
Washington,Tulsa,5
Washington,West Palm Beach,1037
Washington,White Plains,3
Washington,Windsor Locks,832
Wassau,Appleton,1
Wassau,Chicago,1394
Wassau,Minneapolis,25
Waterloo,Chicago,617
West Palm Beach,Atlanta,4197
West Palm Beach,Atlantic City,155
West Palm Beach,Baltimore,968
West Palm Beach,Boston,1606
West Palm Beach,Charlotte,1616
West Palm Beach,Chicago,587
West Palm Beach,Dallas-Fort Worth,848
West Palm Beach,Denver,73
West Palm Beach,Detroit,363
West Palm Beach,Houston,379
West Palm Beach,Islip,697
West Palm Beach,Los Angeles,77
West Palm Beach,New York,4815
West Palm Beach,Newark,2571
West Palm Beach,Philadelphia,1109
West Palm Beach,Pittsburgh,5
West Palm Beach,Providence,32
West Palm Beach,Trenton,57
West Palm Beach,Washington,1037
West Palm Beach,White Plains,1042
West Palm Beach,Windsor Locks,339
West Yellowstone,Salt Lake City,208
White Plains,Atlanta,1877
White Plains,Chicago,1799
White Plains,Detroit,146
White Plains,Fort Lauderdale,674
White Plains,Fort Myers,332
White Plains,Orlando,1245
White Plains,Tampa,331
White Plains,Washington,3
White Plains,West Palm Beach,1036
Wichita,Atlanta,968
Wichita,Chicago,2710
Wichita,Dallas,597
Wichita,Dallas-Fort Worth,805
Wichita,Denver,889
Wichita,Houston,1102
Wichita,Las Vegas,334
Wichita,Los Angeles,58
Wichita,Minneapolis,633
Wichita Falls,Dallas-Fort Worth,1234
Williston,Denver,1158
Williston,Houston,321
Williston,Minneapolis,1063
Wilmington,Atlanta,1612
Wilmington,Charlotte,161
Wilmington,New York,87
Wilmington,Orlando,66
Wilmington,Tampa,34
Windsor Locks,Atlanta,2341
Windsor Locks,Baltimore,2217
Windsor Locks,Charlotte,1621
Windsor Locks,Chicago,2372
Windsor Locks,Cincinnati,14
Windsor Locks,Cleveland,130
Windsor Locks,Dallas-Fort Worth,640
Windsor Locks,Denver,346
Windsor Locks,Detroit,1364
Windsor Locks,Fort Lauderdale,945
Windsor Locks,Fort Myers,399
Windsor Locks,Houston,3
Windsor Locks,Las Vegas,268
Windsor Locks,Miami,376
Windsor Locks,Minneapolis,847
Windsor Locks,Newark,474
Windsor Locks,Orlando,1667
Windsor Locks,Philadelphia,5
Windsor Locks,Raleigh-durham,183
Windsor Locks,San Juan,456
Windsor Locks,Tampa,960
Windsor Locks,Washington,832
Windsor Locks,West Palm Beach,339
Worcester,Fort Lauderdale,331
Worcester,Orlando,332
Wrangell,Ketchikan,332
Wrangell,Petersburg,332
Yakutat,Cordova,331
Yakutat,Juneau,331
Yuma,Phoenix,1877
